,brand,price,CPU,Ram,ROM,display_size,OS,warranty,GPU_encoded,Processor_encoded
785,27,79999,24,32,2000,16.0,0,1,122,73
786,2,35490,17,8,512,15.6,0,1,2,2
787,0,137890,24,32,1000,15.6,0,1,123,54
788,4,94990,1,16,512,14.0,0,1,2,7
789,2,67990,22,16,512,15.6,0,1,9,13
790,0,46990,28,8,512,14.0,0,1,16,96
791,5,94990,2,16,512,16.0,0,1,98,24
792,9,83500,19,8,512,17.3,5,1,13,170
793,9,91990,22,16,512,15.6,0,2,5,13
794,9,111990,2,16,512,15.6,0,2,28,24
795,0,67990,1,16,512,15.6,0,1,2,35
796,2,67999,1,8,512,14.0,3,1,6,35
797,2,46200,18,8,512,14.0,3,1,124,1
798,4,52998,18,8,512,16.0,11,1,124,1
799,4,45499,19,8,512,15.6,0,1,11,18
800,2,49999,18,8,512,14.0,0,1,124,1
801,1,29980,25,8,256,15.6,0,1,1,20
802,4,57290,19,8,512,16.0,0,1,11,171
803,0,58990,28,8,512,14.0,0,1,3,33
804,28,199990,24,32,1000,14.0,0,1,28,172
805,9,79990,24,16,512,15.6,0,2,24,73
806,9,78990,19,16,512,15.6,0,2,24,45
807,1,51990,1,8,512,14.0,0,1,2,63
808,9,104990,24,16,1000,17.3,0,1,125,73
809,9,104990,24,16,1000,15.6,0,1,125,173
810,1,39990,28,8,512,14.0,0,1,2,47
811,9,59990,24,16,512,15.6,0,2,12,36
813,5,47890,1,8,512,15.6,0,1,44,35
814,9,85490,19,16,512,15.6,0,1,126,45
815,9,94990,24,16,1000,15.6,0,1,126,173
816,9,95490,24,16,1000,17.3,0,1,126,73
817,0,54999,18,8,512,15.6,0,1,11,1
818,2,159000,6,16,512,14.0,0,1,2,124
819,4,80610,6,16,512,16.0,11,1,127,3
820,9,77990,6,8,512,13.3,0,2,3,3
821,4,303490,8,32,1000,17.0,0,1,28,87
822,4,201990,6,32,1000,13.4,0,1,2,39
823,4,278290,8,32,1000,15.6,0,1,115,87
824,2,286200,14,32,1000,16.0,0,1,101,23
825,2,157544,6,16,1000,16.0,0,1,128,174
826,2,140990,24,16,1000,16.0,0,1,128,175
827,2,133000,1,16,512,14.0,0,1,2,7
828,2,72500,1,8,512,14.0,3,1,2,35
829,26,127000,6,8,512,14.0,0,1,2,25
830,26,146990,6,16,1000,17.0,0,1,129,39
831,26,142990,6,16,1000,16.0,0,1,129,39
832,26,205000,6,8,256,16.0,0,1,81,25
833,26,89799,24,16,512,16.0,0,1,120,34
834,2,63999,1,16,1000,14.0,0,1,63,35
835,4,43490,19,8,512,15.6,0,1,51,176
836,29,12990,16,4,128,14.1,0,1,8,8
837,29,15990,16,4,256,15.6,0,1,8,8
838,9,36990,18,16,512,14.0,0,1,7,1
839,5,63990,22,16,512,14.0,0,1,12,13
840,2,45990,1,8,512,14.0,0,1,63,35
841,2,34990,19,8,512,15.6,3,1,16,18
842,2,41490,19,8,512,15.6,0,1,16,18
843,5,64990,24,16,512,15.6,0,1,12,72
844,0,57990,19,8,512,16.1,0,1,130,11
845,1,54990,22,16,512,15.6,0,1,13,13
846,4,208990,2,16,1000,14.0,0,1,131,38
847,5,91560,6,16,1000,15.6,0,1,3,44
848,2,74000,28,16,512,14.0,0,3,2,29
849,2,51999,1,8,512,15.6,0,1,7,35
850,2,31990,28,8,512,15.6,0,1,11,10
851,2,32490,17,8,256,15.6,0,1,7,2
852,2,74888,28,16,512,15.6,0,1,114,177
853,0,66500,19,8,512,16.1,0,1,13,11
854,4,156799,7,16,1000,16.0,0,1,28,97
855,4,166899,7,32,1000,16.0,0,1,28,97
856,4,89990,1,16,512,14.0,0,1,2,21
857,0,171499,10,16,1000,17.3,0,1,28,178
858,0,29999,27,8,512,14.0,0,1,1,179
859,2,35998,17,8,512,15.6,0,2,7,2
860,4,44989,15,8,512,15.6,0,1,7,68
861,1,34990,18,8,512,15.6,0,1,81,1
862,10,48990,28,16,512,14.0,0,1,3,159
863,4,72990,1,8,512,14.0,0,1,2,63
864,4,71570,1,16,512,14.0,0,1,2,63
865,0,74990,24,16,512,15.6,0,1,9,72
866,5,25990,16,8,256,15.6,0,1,132,149
867,0,46490,24,8,512,14.0,3,1,51,180
868,4,64590,1,8,512,14.0,0,1,2,63
869,4,63990,1,8,512,15.6,0,1,7,63
870,9,247999,8,32,1000,17.0,0,3,18,12
871,4,93990,1,8,512,16.0,0,1,2,63
872,0,51990,19,8,512,15.6,0,1,133,0
873,5,47990,19,8,512,16.0,0,1,16,76
874,2,34390,18,8,512,14.0,3,1,7,1
875,1,50990,22,8,512,15.6,0,1,13,13
876,0,28490,16,8,512,15.0,11,1,8,65
877,9,79990,2,8,512,15.6,0,2,24,24
878,9,79990,22,16,1000,15.6,0,2,24,13
879,1,29990,28,8,512,14.0,0,1,27,169
880,0,59990,19,8,512,15.6,0,1,9,0
881,1,107399,24,16,1000,16.0,0,1,16,181
882,4,129199,7,16,512,15.6,0,1,28,97
883,4,119990,7,16,512,15.6,0,1,5,97
884,4,187490,14,16,1000,16.0,0,1,28,182
885,4,125699,7,16,512,15.6,0,1,5,97
886,1,49990,18,16,512,14.0,7,1,7,62
887,1,56990,1,16,512,15.6,0,1,3,63
888,5,44990,18,8,512,15.6,0,1,63,183
889,5,110000,24,16,1000,15.6,11,1,77,54
890,5,189990,24,32,1000,14.0,0,1,28,152
891,5,129990,8,16,512,15.6,0,1,5,87
892,5,131990,24,16,1000,15.6,0,1,5,152
